SELLERSKU,ASIN,FNSKU,站点,账号,首单时间,仓库SKU,产品ID,一级大类,二级类目,三级类目,最新采购价
FBA-TZ-71,B07WZL6WXD,X002AVCXTJ,US,amazon新站_US,2025/6/1,DKMT110-GP,DKMT110-GP,多品组套,手工具组套,常规手工具组合,83.33
fba-xj8b,B09WCR7V1V,,CA,amazon徐璟站_CA,2025/6/3,DKCD08XL02B-S2,DKCD08XL02B-S2,动力工具,钻孔工具,常规电钻,64.74
fba-xk400w,B09JLF4B4B,X003A9WHS7,CA,amazon老站_CA_CA,2025/6/1,CSP-400BLUE-US,CSP-400BLUE-US,机械设备,水泵,污水泵,111.7
FBA-ZS-MDQT-B,B06XH3C6GS,,US,amazon新站_US,2025/7/8,DQ460G,DQ460G,附件,结合类附件,电动铆钉枪头转换器,21
FB-CA801T,B0C4H1YBW9,X003TMEY2R,CA,amazon贺敏_CA,2025/12/13,MZ801T,MZ801T,手工具,劳保类手工具,焊帽,68.96
fbmaw01,B0D1FV8LPD,,CA,amazon老站_CA_CA,2025/6/1,DKCHS2001-06S3-B0520UL,DKCHS2001-06S3-B0520UL,动力工具,花园工具,链锯,163.5
FD-BMUZ-PX58,B0DM8QMQDJ,X004UUJLVL,US,amazon本土站_US,2026/3/28,DKRS20Q1Y-G-S1-B1020-UL,DKRS20Q1Y-G-S1-B1020-UL,动力工具,切割工具,往复锯,174.7
FD-U8YV-UZX4,B0DMTJ8VKQ,X004WVNTN9,CA,amazon杰哥站_CA,2026/1/1,DKESWPA075C7-K1UL-BBAZ,DKESWPA075C7-K1UL-BBAZ,机械设备,水泵,污水泵,145
FK-M0WX-JGOQ,B0D6YWBBYC,X004YXIC0P,CA,amazon丰平站_CA,2026/3/26,DKCD12XL02G-S2,DKCD12XL02G-S2,动力工具,钻孔工具,常规电钻,77.87
FK-SD6Z-7FLV,B0FND46GQT,X004UDP7MF,CA,amazon本土站_CA,2025/11/24,DKPGSR0001,DKPGSRA014B1-K1UL-GEAZ,动力工具,花园工具,除雪类,572
FM-RNMM-N01F,B0DD7GDQ16,X004YFQCKZ,US,amazon本土站_US,2026/3/5,DKPGHTB20VA2-K1UL-GBAZ,DKPGHTB20VA2-K1UL-GBAZ,动力工具,花园工具,绿篱机(修枝机),147.3
FR-4IDB-Y9RD,B0D5HGBW9W,X004X65R4H,US,amazon贺敏_US,2025/12/27,DKGG100T6-AZ-UL,DKGG100T6-AZ-UL,动力工具,结合工具,热熔胶枪,42
FR-DLP9-0KAZ,B07JBYGQG3,B07JBYGQG3,US,amazon本土站_US,2026/1/10,DKMT196,DKMT196,多品组套,手工具组套,常规手工具组合,110.92
FU-XF74-LKA7,B0DT65YV1Z,X004JDSE0D,US,amazon老站_US,2025/6/1,DKPGBL0002,DKPGBLB300C1-K1UL-GEAZ,动力工具,花园工具,吹风机,147
FW-7AQT-WUYL,B0DX731P6B,X0019Q0GAX,JP,日本新站_JP,2025/10/24,DKHG03-US,DKHG03-US,动力工具,加热工具,热风枪,53
FY-PAZR-9RM6,B0DSBT2JHH,X004XLGHMD,US,amazon贺敏_US,2025/12/29,DKPDDSA018C1-K1UL-GYAZ,DKPDDSA018C1-K1UL-GYAZ,动力工具,砂光工具,鼠砂,77
G0-XPMM-SYK4,B0GD6JZPH5,X004YQKFVV,US,amazon本土站_US,2026/3/14,DKMLTK0003,DKMLTK20VBMC-M1UL-GBAZ,多品组套,动力工具组套,锂电类工具组合,361.37
G1-K6OR-TXSS,B0D91WKTW5,X004B9M5I7,US,amazon老站_US,2025/6/1,DKUS-MMA135AT,DKUS-MMA135AT,机械设备,焊机,手工焊机,183
G2-XVI3-C0TP,B07MFS513F,X004YX3EPN,US,amazon本土站_US,2026/1/24,DKMT65-AZ,DKMT65-AZ,多品组套,手工具组套,常规手工具组合,75.57
GA-GMFW-MAHO,B0DT6JLQB4,X004NVOPG3,US,amazon贺敏_US,2025/6/9,DKESHR0001,DKESHRB280C1-K1UL-GRAZ,机械设备,碎枝机,碎枝机,504.67
GD-QB6Q-MX7M,B0D81DY4J7,X004B3F6LL,US,amazon老站_US,2025/6/1,DKCD20XL02R-AZ01,DKCD20XL02R-AZ01,动力工具,钻孔工具,常规电钻,92.25
GH-AG7R-MICM,B0DDXBT8CF,X004WU0V59,US,amazon贺敏_US,2026/1/20,DKMHTK0001,DKMHTK158BMC- M1UL-RDAZ,多品组套,手工具组套,常规手工具组合,157.23
GK-KHGV-T6ED,B0D9VS724G,X004BWM4CL,CA,amazon丰平站_CA,2025/6/1,DKOS30A125R-US,DKOS30A125R-US,动力工具,砂光工具,圆砂,93.61
glca133,B0D1VBK86T,,CA,amazonGulin_CA,2025/6/2,DKMT133,DKMT133,多品组套,多类混合套装,多类混合套装,156.76
glca133p,B0D1VBQ3K5,,CA,amazonGulin_CA,2025/6/1,DKMT133-GP,DKMT133-GP,多品组套,多类混合套装,多类混合套装,156.76
glca186b,B0CZNTBLVB,X004BLNGF1,CA,amazonGulin_CA,2025/6/1,DKMT186-BL,DKMT186-BL,多品组套,多类混合套装,多类混合套装,209.51
glca186g,B0D1C725SJ,,CA,amazonGulin_CA,2025/6/1,DKMT186-GR,DKMT186-GR,多品组套,多类混合套装,多类混合套装,209.51
glca186r,B0CZNTK81D,X004BLITU3,CA,amazonGulin_CA,2025/6/1,DKMT186-RD,DKMT186-RD,多品组套,多类混合套装,多类混合套装,209.51
glca20vb,B0D8B8FB1X,X004BLP0EV,CA,amazonGulin_CA,2025/6/1,DKCD20XL02B-AZ01,DKCD20XL02B-AZ01,动力工具,钻孔工具,常规电钻,92.25
glca20vg,B0D89Y8QVS,X004BLPAZ5,CA,amazonGulin_CA,2025/6/1,DKCD20XL02L-AZ01,DKCD20XL02L-AZ01,动力工具,钻孔工具,常规电钻,92.25
glca20vr,B0D81DY4J7,X004BLLKZ9,CA,amazonGulin_CA,2025/6/1,DKCD20XL02R-AZ01,DKCD20XL02R-AZ01,动力工具,钻孔工具,常规电钻,92.25
glca8vg,B0D8HNL1ZB,X004BLGE7X,CA,amazonGulin_CA,2025/6/2,DKCD08XL02L-S2,DKCD08XL02L-S2,动力工具,钻孔工具,常规电钻,64.74
glca8vr,B0D8HRS8NW,X004BLLAYP,CA,amazonGulin_CA,2025/6/1,DKCD08XL02R-S2,DKCD08XL02R-S2,动力工具,钻孔工具,常规电钻,64.74
glca8vy,B0D8HW8NZB,X004BLNHBJ,CA,amazonGulin_CA,2025/6/3,DKCD08XL02G-S2,DKCD08XL02G-S2,动力工具,钻孔工具,常规电钻,64.74
GM,B09Y8BWFZB,X003H2T1MR,US,amazonGulin_US,2025/6/2,DKCD08XL02P-S2,DKCD08XL02P-S2,动力工具,钻孔工具,常规电钻,64.74
gm-DKA02ST01-30,B09HXFRMKZ,X003HINEAL,US,amazon贺敏_US,2025/6/1,DKA02ST01-30,DKA02ST01-30,手工具,扳手类手工具,扳手/组套,115.72
gm-DKMT133-GP,B0D1VBQ3K5,X004NWAU4D,US,amazonGulin_US,2025/6/13,DKMT133-GP,DKMT133-GP,多品组套,多类混合套装,多类混合套装,156.76
gm-DKMT148,B0BV1YX6LK,X003P9V2A1,US,amazon新站_US,2025/6/1,DKMT148,DKMT148,多品组套,手工具组套,常规手工具组合,83.3
gm-DKMT178,B0BJPG2D2B,X003U6MQ4Z,US,amazon新站_US,2025/6/1,DKMT178,DKMT178,多品组套,手工具组套,常规手工具组合,184
gm-DKMT208,B07V5T8YN7,X003ICO7TN,US,amazonGulin_US,2025/6/1,DKMT208,DKMT208,多品组套,手工具组套,常规手工具组合,162.29
GM-DKMT42-GP,B0CGD1YSFK,X004RPUUEB,US,amazon贺敏_US,2025/10/31,DKMT42-GP,DKMT42-GP,多品组套,手工具组套,常规手工具组合,47.04
gm-DKMT50,B0BGKZR77L,X003ES995N,US,amazon新站_US,2025/6/1,DKMT50,DKMT50,多品组套,手工具组套,常规手工具组合,46.55
gm-DKMT98-GP,B09YSWL1GX,X003GIBT7R,US,amazon贺敏_US,2025/6/5,DKMT98-GP,DKMT98-GP,多品组套,多类混合套装,多类混合套装,114.77
gm-DKPSRTA03VDC1-K1-OLGY,B0DLNH9D6S,X004GAG4FB,US,amazon贺敏_US,2025/6/1,DKPSRTA03VDC1-K1-OLGY,DKPSRTA03VDC1-K1-OLGY,动力工具,特殊工具,小电磨,54.5
gm-DKPSRTA03VDC1-K1-OLPK,B0DLNCGV8C,X004GA8IRN,US,amazon贺敏_US,2025/6/1,DKPSRTA03VDC1-K1-OLPK,DKPSRTA03VDC1-K1-OLPK,动力工具,特殊工具,小电磨,54.5
gm-DKSE23A,B0B5ZHL3N7,X003B2S7FF,US,amazon贺敏_US,2025/6/1,DKSE23A,DKSE23A,手工具,扳手类手工具,棘轮扳手,85
gm-DKSE48,B0B5ZD497C,X003B2T9IJ,US,amazon贺敏_US,2025/7/2,DKSE48,DKSE48,附件,紧固类附件,套筒及套筒组套,107
gm-DKUS-MIG-200A,B0B289Z6YV,,US,amazonGulin_US,2025/6/1,DKUS-MIG200A,DKUS-MIG200A,机械设备,焊机,气保焊焊机,1190
gm-FBA-150,B09Q5SX1KW,X0034FYY79,US,amazon新站_US,2025/6/1,DKMT150,DKMT150,多品组套,手工具组套,常规手工具组合,130
gm-FBA-85TT,B09DCBT2QF,,US,amazon贺敏_US,2025/6/5,DKSE85,DKSE85,手工具,扳手类手工具,棘轮扳手,122
gm-FBA-BS-UL,B097YB9W9D,X002XT6BZ5,CA,amazon徐璟站_CA,2025/6/1,DKBW20XL01-BS3Y-B20UL,DKBW20XL01-BS3Y-B20UL,动力工具,紧固工具,冲击扳手,242.1
gm-FBA-CJL-4,B09D7S43T4,X002ZX7MWP,US,amazonGulin_US,2025/6/1,DKMW4INC,DKMW4INC,手工具,测量类手工具,测距轮,53
gm-FBA-LYBS15-1,B09HXDBQ7B,X0031HKDIJ,US,amazon徐璟站_US,2025/7/24,DKA02ST01Y-15,DKA02ST01Y-15,手工具,扳手类手工具,扳手/组套,58.86
gm-FBA-LYBS15-2,B09HXFYL86,X0031HKDVL,US,amazon徐璟站_US,2025/8/20,DKA02ST01-15,DKA02ST01-15,手工具,扳手类手工具,扳手/组套,57.86
gm-x160hj,B07NWFB2S9,,US,amazon杰哥站_US,2025/6/1,DKUS-MMA-160AM,DKUS-MMA-160AM,机械设备,焊机,手工焊机,380
GP-8WFT-U1WL,B0FKMG7QJK,X004YEAAKJ,US,amazon本土站_US,2026/1/10,DKPGSR0002,DKPGSRA017B1-K1UL-GEAZ,动力工具,花园工具,除雪类,602.9
GR-1VW2-QEY9,B0D6YW9MPX,X004Y4RUZH,CA,amazon杭州站_CA,2026/3/1,DKCD12XL02P-S2,DKCD12XL02P-S2,动力工具,钻孔工具,常规电钻,77.87
GR-T7FZ-RBH1,B0DT48FZP1,X004KOIEQZ,CA,amazon贺敏_CA,2025/7/22,DKPGCS0001,DKPGCSD100C1-K1UL-GEAZ,动力工具,花园工具,链锯,240
GX-GFHE-LXJZ,B0DDXBT8CF,X004UWFTPL,US,amazon本土站_US,2026/1/4,DKMHTK0001,DKMHTK158BMC- M1UL-RDAZ,多品组套,手工具组套,常规手工具组合,157.23
GZ-DKA02ST01-HM,B09HXFYL86,X004LUTH69,US,amazon贺敏_US,2025/6/2,DKA02ST01-15,DKA02ST01-15,手工具,扳手类手工具,扳手/组套,57.86
H5-GVTG-UYXY,B0CB64B8CF,X003VS4XRF,CA,amazonGulin_CA,2025/7/2,DKGP250R01-US,DKGP250R01-US,机械设备,水泵,花园泵,146
H6-35UT-EUI4,B0FBWMVLDJ,X004PKD02H,CA,amazon老站_CA_CA,2025/8/8,DKMT126-VT,DKMT126-VT,多品组套,手工具组套,常规手工具组合,128.85
H7-T4JW-PYH6,B0FNCNJK2W,X004T74NOF,CA,amazon老站_CA_CA,2025/11/11,DKPGSR0006,DKPGSRA020C1-K1UL-GEAZ,动力工具,花园工具,除雪类,381
HC-GPTV-1A2V,B09D7S43T4,X004MMGD1N,US,amazon新站_US,2025/11/20,DKMW4INC,DKMW4INC,手工具,测量类手工具,测距轮,53
HO-JQ7V-VNRB,B0DT58MPHK,X004ZCP06T,US,amazon本土站_US,2026/2/9,DKETAC0001,DKETACA150C1-K1UL-GEAZ,机械设备,旋耕机/微耕机,旋耕机/微耕机,380.67
HP-WPJL-1HMK,B0D1FV8LPD,X0047YW06X,CA,amazon杰哥站_CA,2025/6/4,DKCHS2001-06S3-B0520UL,DKCHS2001-06S3-B0520UL,动力工具,花园工具,链锯,163.5
HU-ZQK8-6UA8,B0D8B8FB1X,X004JJKVW1,US,amazon新站_US,2025/11/7,DKCD20XL02B-AZ01,DKCD20XL02B-AZ01,动力工具,钻孔工具,常规电钻,92.25
HX-JDAI-YT74,B0CD7FFWNG,X003WVTQ9V,CA,amazon丰平站_CA,2026/3/31,DKHS01K,DKHS01K,附件,其他类附件,水管套件,35
HY-76BA-YPVB,B0FSZMPDTL,X004XBNRIF,CA,amazon丰平站_CA,2026/2/24,DKCD20XL02G-AZ02-UL,DKCD20XL02G-AZ02-UL,动力工具,钻孔工具,常规电钻,126
I4-JGC8-DXLW,B0FNCVGR6Q,X004WU1CQ1,US,amazon杭州站_US,2025/12/21,DKPGSR0004,DKPGSRA014C1-K1UL-GEAZ,动力工具,花园工具,除雪类,250
IA-IO89-ZVP3,B0FN71RTRR,X004Y9ITH5,US,amazon本土站_US,2026/1/4,DKPGSR0005,DKPGSRA017C1-K1UL-GEAZ,动力工具,花园工具,除雪类,336
IF-R0PJ-3FKP,B0C4GYBWBN,X003TAYX7F,US,amazon老站_US,2025/6/1,MZ223T,MZ223T,手工具,劳保类手工具,焊帽,61
IG-A7TP-532C,B0CQY2SHDT,,US,amazon杭州站_US,2025/8/29,DKHIB12L18,DKHIB12L18,附件,锯片类附件,锯片,22
II-W0TA-Z668,B0DLKSBWWH,,US,amazon杭州站_US,2025/6/14,DKPFRWA12VA2-K2UL-GYAZ,DKPFRWA12VA2-K2UL-GYAZ,动力工具,紧固工具,棘轮式扳手,154.1
IL-NRLK-9JMO,B07V6RYWW8,X004YCDSP5,US,amazon本土站_US,2026/2/20,DKMT158,DKMT158,多品组套,手工具组套,常规手工具组合,157.23
IO-UT2L-SSCA,B0DT4DRCQY,X004KPBW59,CA,amazon贺敏_CA,2025/8/28,DKETAC0003,DKETACA20VA1-K1UL-GEAZ,机械设备,旋耕机/微耕机,旋耕机/微耕机,343
IP-N9E3-YTI3,B0FH6RY4XC,X004RY3DIR,US,amazonGulin_US,2025/9/23,DKCD12XL02VT-S2GS,DKCD12XL02VT-S2GS,动力工具,钻孔工具,常规电钻,78.72
IS-IOG0-8JYR,B0B6B9QRYK,X004XDY3NL,US,amazon贺敏_US,2025/12/18,DKCD08XL01-S3,DKCD08XL01-S3,动力工具,钻孔工具,常规电钻,88.57
IT-42FZ-0K2D,B0DB157TFZ,X004BY8E1J,US,amazon老站_US,2025/6/18,DKAG115XL90G-S2-UL,DKAG115XL90G-S2-UL,动力工具,砂磨工具,角磨,109.8
IU-KTZY-DMTF,B09HXFYL86,X004TXSJD5,US,amazon新站_US,2025/11/26,DKA02ST01-15,DKA02ST01-15,手工具,扳手类手工具,扳手/组套,57.86
IV-F50V-8MD5,B0DWXH3SGJ,X0019PC66L,JP,日本新站_JP,2025/6/11,DKCSP04BL-US,DKCSP04BL-US,机械设备,水泵,清水泵,132
IV-S2BL-A6BI,B0DT6JLQB4,X004YEDDJ9,US,amazon本土站_US,2026/1/24,DKESHR0001,DKESHRB280C1-K1UL-GRAZ,机械设备,碎枝机,碎枝机,504.67
IX-Z1WR-5O15,B0GFDHQ4RN,X004YX26VB,CA,amazon丰平站_CA,2026/3/6,DKOT25G01,DKOT25G01,动力工具,特殊工具,摆动多功能工具,82
IZ-5SMK-PU9E,B0DM8QMQDJ,X004GIGG4R,US,amazon新站_US,2025/6/9,DKRS20Q1Y-G-S1-B1020-UL,DKRS20Q1Y-G-S1-B1020-UL,动力工具,切割工具,往复锯,174.7
J3-EW1X-QO4F,B0DSBPNY52,X004IW6RWH,US,amazonGulin_US,2025/6/1,DKPROSA20VA1-K2UL-GYAZ,DKPROSA20VA1-K2UL-GYAZ,动力工具,砂光工具,圆砂,176.1
J4-U74H-WS10,B0FH1MQTX2,X004YQOV57,US,amazon贺敏_US,2026/1/28,DKPSRT0009,DKPSRTX017C2-K1UL-YBAZ,动力工具,特殊工具,小电磨,95.48
J7-EWBQ-6YU2,B0FPWDXX5F,,US,amazon贺敏_US,2025/12/8,DKPGSR0003,DKPGSRA020B1-K1UL-GEAZ,动力工具,花园工具,除雪类,684.7
J7-LKIG-DHB1,B0CXDPDX5J,,CA,amazon杰哥站_CA,2025/6/18,PBB350C1-US,PBB350C1-US,机械设备,水泵,篷布泵,180
J7-NBIB-296J,B0CCNY7798,X004U7GS79,US,amazon本土站_US,2025/11/4,DKMT126-BL,DKMT126-BL,多品组套,多类混合套装,多类混合套装,128.85
J7-PQBS-33BY,B0FB3JQWXD,X004U01PC9,US,amazon本土站_US,2025/10/24,DKMT126-VT,DKMT126-VT,多品组套,手工具组套,常规手工具组合,128.85
JA-2291-H74K,B0DLGXRYX3,X004G727T1,US,amazonGulin_US,2025/6/1,DKSG100K1-AMZG-US,DKSG100K1-AMZG-US,动力工具,喷雾工具,喷枪,120
JE-16QK-7M2O,B0CC1RHJY1,X003W9VY0H,US,amazon新站_US,2025/6/3,DKCD20XL02G-AZ01,DKCD20XL02G-AZ01,动力工具,钻孔工具,常规电钻,92.25
JJ-DTVH-U0AA,B0DSBP1XLQ,X004IW5RC3,US,amazonGulin_US,2025/6/1,DKPROS0003,DKPROSA20VA1-K4UL-GYAZ,动力工具,砂光工具,圆砂,159
JL-TCTJ-WHXM,B0FNCVGR6Q,X004T79CYL,US,amazon老站_US,2025/10/28,DKPGSR0004,DKPGSRA014C1-K1UL-GEAZ,动力工具,花园工具,除雪类,250
JM-3MJU-PZ3J,B0DQP3178V,X004I481UL,US,amazon老站_US,2025/6/1,DKPO15G80G-US,DKPO15G80G-US,动力工具,抛光工具,离心式抛光机,177.77
JQ-2UWB-S7EB,B0DWX8RQ7J,X0019RN0CX,JP,日本新站_JP,2025/6/14,CSP750D-US,CSP750D-US,机械设备,水泵,污水泵,146.62
JV-87HH-CNXI,B099RWT87S,,JP,日本新站_JP,2025/6/7,MZ239,MZ239,手工具,劳保类手工具,焊帽,46
JX-O50S-7HUE,B0DSBPNY52,X004XBJZIV,US,amazon贺敏_US,2026/2/5,DKPROSA20VA1-K2UL-GYAZ,DKPROSA20VA1-K2UL-GYAZ,动力工具,砂光工具,圆砂,176.1
K6-G3L0-7D5H,B0D44QB9TQ,X0048MJ161,CA,amazon老站_CA_CA,2025/6/1,DKHG03-V,DKHG03-V,动力工具,加热工具,热风枪,63
K9-9UMA-U4TQ,B0CC1S7SPC,X003W9TRLP,US,amazon新站_US,2025/6/1,DKCD20XL02P-AZ01,DKCD20XL02P-AZ01,动力工具,钻孔工具,常规电钻,92.25
KA-HFWW-J28C,B0DSBNLPLP,X004IVXQ81,US,amazonGulin_US,2025/6/1,DKPDDSA20VA1-K1UL-GYAZ,DKPDDSA20VA1-K1UL-GYAZ,动力工具,砂光工具,鼠砂,124.3
kamsd01,B0DPQMS7PP,X004JAN0R3,CA,amazon老站_CA_CA,2025/6/1,DKPAIS0001,DKPAISX030C1-K1UL-GYTT,动力工具,砂光工具,多合一砂光机,106.1
KD-AZZX-O6WI,B0D8HRS8NW,X004B344SR,US,amazonGulin_US,2025/6/1,DKCD08XL02R-S2,DKCD08XL02R-S2,动力工具,钻孔工具,常规电钻,64.74
KG-UNY4-TOI1,B08CXX1XWD,X0039B3C03,CA,amazon老站_CA_CA,2025/6/1,DKCSP04-US,DKCSP04-US,机械设备,水泵,清水泵,132
KI-MTIT-9FAU,B0CQYHG6MW,X004WVRHUZ,CA,amazon丰平站_CA,2026/1/24,DKB0402-8IN,DKB0402-8IN,手工具,夹持类手工具,钳类,7.2
KL-VYF1-BPAH,B0D176HTRQ,X0047YVXD9,CA,amazon丰平站_CA,2025/6/1,DKA02ST30-26,DKA02ST30-26,手工具,扳手类手工具,棘轮扳手,239.29
KQ-EIEN-90LM,B0B5WVRM6C,B0B5WVRM6C,CA,amazon丰平站_CA,2026/3/25,DSSP900C1-US,DSSP900C1-US,机械设备,水泵,排水泵,266
KQ-JOXZ-N5Z2,B0DT58MPHK,X004JDGG1R,US,amazon老站_US,2025/6/1,DKETAC0001,DKETACA150C1-K1UL-GEAZ,机械设备,旋耕机/微耕机,旋耕机/微耕机,380.67
KU-14RX-YO0N,B0FDQKPHR2,X004XBZ6C5,CA,amazon丰平站_CA,2026/1/19,DKPPAS0003,DKPPASB100C1-K1UL-YBAZ,动力工具,喷雾工具,喷枪,120
KZ-J4Z1-J442,B0D2W2RP3Q,X004Y4OJD3,CA,amazon杭州站_CA,2026/3/14,DKRT170Y1-S2-US,DKRT170Y1-S2-US,动力工具,特殊工具,小电磨,91.5
L1-3PXE-Q7GA,B0CMQ8D9NT,X004XC2VQD,CA,amazon丰平站_CA,2026/2/5,DKMT126-BL,DKMT126-BL,多品组套,多类混合套装,多类混合套装,128.85
L2-PCQA-KZ9Z,B0G3PJDZZ6,X004XBZLI9,CA,amazon丰平站_CA,2026/1/19,DKPESS0011,DKPESSR04VB1-K3UL-YEAZ,动力工具,切割工具,电动剪刀,57.98
L4-RBLQ-3XF2,B0DXP76NKB,X0019RCHHH,JP,日本新站_JP,2025/6/1,CSP-400BLUE-US,CSP-400BLUE-US,机械设备,水泵,污水泵,111.7
L4-W6BV-2L0X,B0DT8ZGHRL,X004Y6RVHR,US,amazon本土站_US,2026/3/9,DKPGHT0002,DKPGHTD20VA1-K1UL-GEAZ,动力工具,花园工具,绿篱机(修枝机),209
L5-PAKL-Y8VV,B0F3C3S6F6,,US,amazon老站_US,2025/6/19,DKPGHT0001,DKPGHTI08VA1-K1UL-GEAZ,动力工具,花园工具,绿篱机(修枝机),84
L9-EFJ0-3TRD,B0F3CCQRF7,X004MQZB4T,US,amazon老站_US,2025/6/1,DKPGBL0002,DKPGBLB300C1-K1UL-GEAZ,动力工具,花园工具,吹风机,147
LB-5CQ2-8W3M,B0719PGJ2B,X003KLT3PP,US,amazon丰平站_US,2026/1/3,DKMT128,DKMT128,多品组套,手工具组套,常规手工具组合,136.63
LC-2DZJ-06UF,B0FF8ZQTXJ,X004YRXPCB,US,amazon本土站_US,2026/2/2,DKELSD0002,DKELSDX180C1-K2UL-GEAZ,机械设备,碎叶机,碎叶机,338
LC-WKCN-Z4TZ,B0G8J65C9P,X004YCEISL,US,amazon本土站_US,2026/1/17,DKPGSR0001,DKPGSRA014B1-K1UL-GEAZ,动力工具,花园工具,除雪类,572
LD-ZKHF-EL12,B0DT9L4SM5,X004JFXXIT,US,amazonGulin_US,2025/6/1,DKELSD0001,DKELSDX180C1-K1UL-GEAZ,机械设备,碎叶机,碎叶机,330
LE-B5IJ-UE6N,B0DT6NKT9H,X004JFY5C7,US,amazonGulin_US,2025/6/1,DKETAC0002,DKETACB20VA1-K1UL-GEAZ,机械设备,旋耕机/微耕机,旋耕机/微耕机,235
LF-KI5H-V6TF,B0FPWRMVRF,X004UDP6Q7,CA,amazon本土站_CA,2025/12/28,DKPGSR0003,DKPGSRA020B1-K1UL-GEAZ,动力工具,花园工具,除雪类,684.7
LN-KRWN-ZBXQ,B0GCDQH125,X004YFOIAV,CA,amazon丰平站_CA,2026/2/25,DKPHGG0025,DKPHGGB010C1-K1UL-BGAZ,动力工具,结合工具,热熔胶枪,41.5
LP-Y9OW-HQ6J,B0DQCJ5T3Q,X004HZB3QF,US,amazon老站_US,2025/6/13,CBT20XL01-1020UL,CBT20XL01-1020UL,附件,电池类附件,充电器,7.7
LR-G5PF-ZJ9X,B0GCFFVN1N,X004YLS2LB,US,amazon本土站_US,2026/3/10,DKHMAW0003,DKHMAW003SET-S1GL-YBAZ,手工具,测量类手工具,测距轮,70
LU-JAXP-8D74,B0FS1F4BZ2,X004WTN5UX,US,amazon贺敏_US,2025/12/18,DKPROS0003,DKPROSA20VA1-K4UL-GYAZ,动力工具,砂光工具,圆砂,159
LX-2D3I-TKRV,B0D89Y8QVS,X004AWLAFJ,US,amazon老站_US,2025/6/1,DKCD20XL02L-AZ01,DKCD20XL02L-AZ01,动力工具,钻孔工具,常规电钻,92.25
LX-W8Q9-1Z79,B0D16YG5J1,X00472PJNB,CA,amazon丰平站_CA,2025/6/1,DKBSTZ13PCSM,DKBSTZ13PCSM,手工具,扳手类手工具,棘轮扳手,113.92
LZ-87U5-WE5X,B0DM8QMQDJ,X004OEF42X,CA,amazon老站_CA_CA,2025/10/28,DKRS20Q1Y-G-S1-B1020-UL,DKRS20Q1Y-G-S1-B1020-UL,动力工具,切割工具,往复锯,174.7
M1-V7KN-YXEE,B0GCD9VFKQ,X004YFV8F9,CA,amazon丰平站_CA,2026/3/13,DKAG75G01,DKAG75G01,动力工具,砂磨工具,角磨,89
M3-TULY-0U7M,B0BXC81MFC,X003W23NLH,CA,amazon丰平站_CA,2025/6/1,DKMT126-GP,DKMT126-GP,多品组套,多类混合套装,多类混合套装,128.85
M5-AHLV-C370,B0FZBMMV5S,X004WVM7V9,CA,amazon杰哥站_CA,2026/1/6,DKPJGS0010,DKPJGSA040C1-K1UL-GYAZ,动力工具,切割工具,曲线锯,74
MB-TWMV-ZOFD,B0FPWRMVRF,X004TSMDXH,CA,amazon杰哥站_CA,2025/11/7,DKPGSR0003,DKPGSRA020B1-K1UL-GEAZ,动力工具,花园工具,除雪类,684.7
MC-D8NT-7QB7,B07V6RYWW8,B07V6RYWW8,US,amazon杭州站_US,2026/3/31,DKMT158,DKMT158,多品组套,手工具组套,常规手工具组合,157.23
mdesdw01,B0DPQMS7PP,X001AJSU7F,JP,日本新站_JP,2026/2/16,DKPAIS0008,DKPAISX030C1-K1JP-GYAZ,动力工具,砂光工具,多合一砂光机,106.1
ME-94MX-S0P7,B0D5HMS9G4,X0049CAKEH,US,amazon老站_US,2025/6/3,DKGG20T7-AZ-UL,DKGG20T7-AZ-UL,动力工具,结合工具,热熔胶枪,14.8
MF-4WKI-MZNY,B0C4GZ26ZT,X003TAO0YV,US,amazon老站_US,2025/6/2,MZ350T,MZ350T,手工具,劳保类手工具,焊帽,44
MH-V54S-PQ0L,B0CC1RHJY1,X003WVDH73,CA,amazon丰平站_CA,2025/6/1,DKCD20XL02G-AZ01,DKCD20XL02G-AZ01,动力工具,钻孔工具,常规电钻,92.25
MK-0ERI-L6BL,B0G3P3RRTF,X004XF2DZ9,CA,amazon丰平站_CA,2026/1/29,DKRS20XL01-S2-B1020-UL,DKRS20XL01-S2-B1020-UL,动力工具,切割工具,往复锯,177.39
MK-C7SN-F6IG,B0FW4VFSD1,X004ZJFBPH,US,amazon本土站_US,2026/2/27,DKPOMT0009,DKPOMTA20VA2-K1UL-GYAZ,动力工具,特殊工具,摆动多功能工具,190.75
ML-31PJ-GE1W,B0D7PRVCBJ,X004Z743GR,CA,amazon丰平站_CA,2026/3/16,DKCD12XL02P-S2,DKCD12XL02P-S2,动力工具,钻孔工具,常规电钻,77.87
MN-FMBO-WWCQ,B0CMQ8D9NT,X0043P7LPL,CA,amazon杰哥站_CA,2025/6/29,DKMT126-BL,DKMT126-BL,多品组套,多类混合套装,多类混合套装,128.85
MN-Q3E2-03CN,B0FH6GS26N,X004SF6F1H,US,amazonGulin_US,2025/9/29,DKPFIW0006,DKPFIWC20VB1-K3UL-GBAZ,动力工具,紧固工具,冲击扳手,667.68
